device_type,user_type,marketing_channel,product_id,product_category,unit_price,quantity,discount_percent,discount_amount,pages_viewed,time_on_site_sec,added_to_cart,purchased,rating,visit_day,visit_month,visit_weekday,visit_season,session_duration_bucket,location,visit_year
0,0,4,537,1,347.91,1,0,0.0,5,194,0,0,4,26,9,3,0,Very Short,28,2024
1,1,5,706,0,151.0,4,0,0.0,10,148,0,0,4,19,12,3,3,Very Short,29,2024
1,0,5,496,6,1754.85,1,15,263.23,9,484,0,0,4,21,3,3,1,Short,127,2024
1,1,1,676,1,182.53,3,0,0.0,9,1504,1,0,4,2,8,4,2,Very Long,129,2024
1,0,3,678,1,508.33,3,10,152.5,2,842,1,1,4,27,8,1,2,Short,193,2024
1,0,3,681,4,388.6,1,10,38.86,1,1798,0,0,4,10,9,1,0,Very Long,8,2024
0,1,1,898,7,831.68,2,0,0.0,8,788,0,0,4,18,2,6,3,Short,54,2024
1,1,2,775,4,106.87,4,10,42.75,9,1143,0,0,4,4,10,4,0,Long,220,2024
0,0,4,381,6,261.82,4,20,209.46,17,513,1,0,4,11,3,0,1,Short,118,2024
1,1,3,130,2,1665.8,2,0,0.0,13,1796,1,1,4,29,5,2,1,Very Long,160,2024
2,1,1,437,6,1969.07,3,5,295.36,21,59,0,0,4,17,9,1,0,Very Short,87,2024
0,1,3,889,1,563.62,4,15,338.17,1,983,1,1,5,6,4,5,1,Long,52,2024
0,1,3,499,4,132.7,3,0,0.0,5,1165,1,0,4,15,2,3,3,Long,116,2024
0,0,0,499,4,160.5,1,0,0.0,9,83,1,0,4,3,9,1,0,Very Short,59,2024
1,0,3,625,7,762.57,3,5,114.39,11,512,1,0,4,12,4,4,1,Short,78,2024
0,0,1,141,0,702.71,3,10,210.81,11,737,1,1,5,28,10,0,0,Short,69,2024
2,0,5,232,1,743.02,4,0,0.0,22,106,1,0,4,23,11,5,0,Very Short,109,2024
0,1,5,696,5,352.48,4,10,140.99,12,493,1,0,4,7,5,1,1,Short,146,2024
1,0,5,531,6,1521.52,4,0,0.0,18,707,1,1,3,26,9,3,0,Short,170,2024
0,0,3,850,0,610.19,4,15,366.11,3,149,1,1,3,22,3,4,1,Very Short,195,2024
0,0,2,222,1,234.93,4,5,46.99,12,1795,0,0,4,5,12,3,3,Very Long,110,2024
0,1,2,552,4,231.15,3,20,138.69,7,668,1,0,4,30,3,5,1,Short,189,2024
0,1,0,384,6,1610.96,2,0,0.0,22,1417,0,0,4,17,11,6,0,Very Long,98,2024
0,1,1,499,5,631.54,2,0,0.0,12,222,1,1,4,14,10,0,0,Very Short,10,2024
0,1,3,455,5,529.94,2,5,52.99,17,1327,1,1,3,24,4,2,1,Long,86,2024
1,1,0,471,3,1131.86,1,0,0.0,22,989,1,1,3,27,10,6,0,Long,132,2024
1,0,1,413,0,475.36,4,0,0.0,10,45,0,0,4,18,8,6,2,Very Short,95,2024
0,0,3,702,1,639.0,1,20,127.8,1,1231,1,0,4,1,9,6,0,Long,223,2024
1,1,2,506,7,1081.08,1,10,108.11,21,100,0,0,4,18,5,5,1,Very Short,89,2024
1,0,3,280,2,1956.85,4,5,391.37,16,106,1,0,4,26,3,1,1,Very Short,42,2024
2,0,3,284,0,734.83,4,5,146.97,7,444,0,0,4,11,9,2,0,Very Short,96,2024
1,1,3,451,2,1821.4,3,0,0.0,11,967,0,0,4,20,1,5,3,Long,111,2024
0,0,2,888,6,1592.79,3,10,477.84,24,99,1,0,4,7,5,1,1,Very Short,97,2024
2,1,0,158,0,303.07,3,0,0.0,21,1279,1,1,3,21,2,2,3,Long,133,2024
2,1,5,566,5,1731.83,4,0,0.0,13,829,1,1,4,1,1,0,3,Short,222,2024
2,1,1,111,4,132.28,1,20,26.46,12,291,1,1,5,3,1,2,3,Very Short,90,2024
1,1,4,158,7,510.51,4,5,102.1,11,429,1,0,4,4,2,6,3,Very Short,64,2024
1,1,0,634,3,504.87,1,0,0.0,23,1710,0,0,4,8,12,6,3,Very Long,130,2024
2,0,2,696,1,390.43,4,5,78.09,16,1728,1,1,4,8,10,1,0,Very Long,23,2024
1,1,3,544,6,798.66,4,0,0.0,7,1681,1,1,5,27,12,4,3,Very Long,129,2024
0,0,1,338,1,382.08,1,0,0.0,12,1626,1,0,4,31,1,2,3,Very Long,182,2024
2,1,5,10,1,395.88,4,10,158.35,3,1525,1,0,4,30,12,0,3,Very Long,207,2024
1,0,5,278,2,1497.2,3,5,224.58,1,565,0,0,4,6,8,1,2,Short,143,2024
0,0,5,283,1,130.73,2,5,13.07,10,1230,1,0,4,16,10,2,0,Long,167,2024
0,1,4,720,2,1822.4,4,0,0.0,17,827,1,0,4,9,11,5,0,Short,169,2024
1,1,3,253,7,292.97,3,0,0.0,9,606,1,0,4,5,4,4,1,Short,63,2024
0,0,0,474,2,1243.08,4,0,0.0,3,137,1,1,4,27,9,4,0,Very Short,195,2024
1,0,3,348,2,911.58,1,0,0.0,6,766,0,0,4,24,8,5,2,Short,156,2024
0,1,4,45,1,185.3,4,5,37.06,20,1218,1,0,4,30,5,3,1,Long,18,2024
0,1,5,802,1,715.3,3,15,321.88,8,1602,1,1,3,28,6,4,2,Very Long,48,2024
1,1,1,580,2,1413.4,2,5,141.34,8,392,1,0,4,17,3,6,1,Very Short,58,2024
2,0,1,631,0,944.28,3,5,141.64,13,780,1,0,4,8,3,4,1,Short,158,2024
1,1,4,145,0,396.72,2,5,39.67,22,836,0,0,4,2,12,0,3,Short,123,2024
0,0,5,661,0,729.94,2,0,0.0,9,612,1,0,4,24,9,1,0,Short,19,2024
0,1,1,606,3,610.41,1,10,61.04,8,801,0,0,4,25,7,3,2,Short,91,2024
0,1,5,401,2,1252.8,1,0,0.0,5,942,0,0,4,10,9,1,0,Long,199,2024
2,1,2,497,0,335.1,4,5,67.02,11,1560,1,0,4,27,5,0,1,Very Long,120,2024
1,0,0,219,4,93.82,2,20,37.53,23,929,1,0,4,1,4,0,1,Long,62,2024
2,1,3,286,0,743.09,4,10,297.24,14,764,1,0,4,9,12,0,3,Short,66,2024
1,1,4,691,6,406.27,2,0,0.0,4,1424,1,0,4,27,12,4,3,Very Long,101,2024
1,1,0,799,5,402.84,2,0,0.0,16,987,1,1,3,19,3,1,1,Long,8,2024
0,1,2,429,2,1607.87,1,0,0.0,9,705,1,1,5,19,10,5,0,Short,181,2024
2,1,0,212,1,248.58,4,0,0.0,4,1447,1,0,4,10,6,0,2,Very Long,145,2024
0,1,3,398,2,904.7,4,0,0.0,14,571,1,1,4,15,9,6,0,Short,24,2024
1,1,4,250,1,740.15,3,0,0.0,11,994,1,1,4,9,2,4,3,Long,44,2024
1,1,3,427,5,1564.92,4,5,312.98,7,836,0,0,4,24,6,0,2,Short,144,2024
0,0,1,242,3,1306.06,4,0,0.0,10,88,0,0,4,15,2,3,3,Very Short,55,2024
1,0,5,770,4,129.91,2,15,38.97,17,1461,0,0,4,24,10,3,0,Very Long,169,2024
0,1,0,469,1,788.05,4,10,315.22,14,896,1,0,4,25,5,5,1,Short,53,2024
1,1,2,246,6,490.16,1,0,0.0,2,1651,1,1,5,6,4,5,1,Very Long,9,2024
1,0,3,327,6,917.2,2,0,0.0,15,460,1,1,2,12,9,3,0,Short,7,2024
0,0,2,86,4,304.14,4,0,0.0,8,766,0,0,4,14,12,5,3,Short,98,2024
1,0,2,310,6,289.69,1,0,0.0,5,619,0,0,4,3,5,4,1,Short,105,2024
1,1,5,650,5,544.37,2,5,54.44,24,925,1,1,3,18,9,2,0,Long,13,2024
2,1,2,661,4,82.6,4,0,0.0,16,126,0,0,4,8,9,6,0,Very Short,92,2024
1,0,4,63,7,668.43,1,5,33.42,16,1409,1,0,4,27,6,3,2,Very Long,108,2024
1,0,4,888,6,777.49,4,10,311.0,13,1638,0,0,4,20,10,6,0,Very Long,139,2024
2,1,0,483,3,1294.86,2,0,0.0,6,559,0,0,4,16,2,4,3,Short,69,2024
0,0,4,423,0,742.04,4,0,0.0,16,1314,1,1,4,16,11,5,0,Long,213,2024
0,1,5,408,4,469.87,3,0,0.0,7,367,1,1,5,27,5,0,1,Very Short,147,2024
0,1,3,582,5,798.23,1,10,79.82,20,243,0,0,4,17,1,2,3,Very Short,150,2024
1,1,5,499,4,436.63,2,20,174.65,22,1313,1,1,3,27,12,4,3,Long,25,2024
0,0,1,661,1,514.03,1,0,0.0,14,157,0,0,4,9,10,2,0,Very Short,187,2024
1,1,0,112,0,496.03,1,10,49.6,20,784,1,1,3,24,10,3,0,Short,205,2024
1,1,0,620,4,433.21,1,0,0.0,22,1673,1,1,5,23,2,4,3,Very Long,101,2024
0,0,0,155,5,1544.01,4,10,617.6,20,527,0,0,4,30,9,0,0,Short,150,2024
1,1,1,701,4,476.13,2,30,285.68,2,1048,1,0,4,11,9,2,0,Long,37,2024
1,1,1,400,7,526.51,2,0,0.0,21,447,1,0,4,25,11,0,0,Very Short,126,2024
1,0,0,642,6,1115.85,2,0,0.0,18,1740,1,0,4,15,5,2,1,Very Long,82,2024
1,0,1,54,2,1400.13,4,0,0.0,3,944,1,0,4,4,12,2,3,Long,14,2024
1,0,3,867,2,1833.03,2,20,733.21,17,1290,1,1,5,15,9,6,0,Long,9,2024
0,0,0,167,5,1560.06,1,5,78.0,12,759,1,1,3,2,4,1,1,Short,135,2024
1,0,5,816,2,1310.92,3,0,0.0,23,1338,1,0,4,19,3,1,1,Long,207,2024
0,0,1,527,5,925.35,2,5,92.54,20,1773,1,0,4,25,11,0,0,Very Long,102,2024
1,1,0,547,4,228.94,2,10,45.79,18,181,1,0,4,23,8,4,2,Very Short,6,2024
0,1,2,500,7,201.95,3,10,60.58,8,1523,0,0,4,13,2,1,3,Very Long,148,2024
1,1,0,348,7,752.69,4,0,0.0,11,811,1,0,4,15,2,3,3,Short,161,2024
1,1,2,485,0,922.54,1,10,92.25,24,1582,0,0,4,29,10,1,0,Very Long,111,2024
0,1,2,885,1,411.34,1,30,123.4,5,167,0,0,4,2,3,5,1,Very Short,44,2024
1,0,4,312,1,416.53,3,0,0.0,22,1693,1,0,4,20,3,2,1,Very Long,130,2024
0,0,3,329,1,628.77,2,10,125.75,23,115,1,1,5,12,8,0,2,Very Short,22,2024
1,1,5,850,1,142.5,3,0,0.0,11,40,0,0,4,11,11,0,0,Very Short,129,2024
1,1,2,270,3,812.86,1,25,203.22,13,1087,1,1,2,2,5,3,1,Long,65,2024
0,1,5,735,2,1477.73,2,0,0.0,24,833,0,0,4,30,8,4,2,Short,33,2024
0,1,2,35,0,673.29,2,0,0.0,18,1308,1,0,4,13,9,4,0,Long,190,2024
1,1,3,145,0,152.8,1,0,0.0,18,273,1,0,4,7,8,2,2,Very Short,68,2024
1,1,2,869,6,1752.01,4,0,0.0,23,1412,1,0,4,7,9,5,0,Very Long,119,2024
1,1,5,355,3,532.45,2,10,106.49,8,1272,1,1,5,24,3,6,1,Long,206,2024
0,1,0,775,3,486.0,1,25,121.5,2,235,1,0,4,14,8,2,2,Very Short,125,2024
0,1,3,106,4,307.48,4,0,0.0,13,1415,1,1,4,2,1,1,3,Very Long,0,2024
1,0,3,213,1,269.46,3,30,242.51,9,292,1,0,4,23,9,0,0,Very Short,191,2024
1,1,3,156,5,523.92,4,0,0.0,21,190,1,0,4,16,10,2,0,Very Short,137,2024
1,1,2,349,5,1783.39,1,20,356.68,11,524,1,0,4,16,10,2,0,Short,204,2024
1,0,0,557,2,1926.17,1,5,96.31,24,942,1,0,4,11,1,3,3,Long,13,2024
1,1,5,202,4,183.78,1,5,9.19,17,760,0,0,4,28,11,3,0,Short,193,2024
1,0,4,670,7,277.52,3,20,166.51,5,1191,0,0,4,7,6,4,2,Long,215,2024
1,1,2,888,6,1801.45,3,20,1080.87,7,1543,1,0,4,30,1,1,3,Very Long,215,2024
0,1,0,660,7,920.84,4,20,736.67,15,977,1,0,4,14,7,6,2,Long,191,2024
1,0,2,24,4,398.72,1,0,0.0,23,548,0,0,4,27,7,5,2,Short,104,2024
0,1,2,801,6,1450.39,3,0,0.0,18,99,0,0,4,26,5,6,1,Very Short,99,2024
0,0,3,19,5,1502.11,2,25,751.06,5,538,1,0,4,30,9,0,0,Short,73,2024
0,1,2,547,2,1142.2,2,0,0.0,16,634,1,0,4,17,7,2,2,Short,36,2024
0,1,0,632,3,1034.47,1,0,0.0,18,1436,0,0,4,20,3,2,1,Very Long,131,2024
0,1,1,544,1,708.46,2,10,141.69,20,1354,0,0,4,14,8,2,2,Long,159,2024
0,1,0,178,7,295.11,1,30,88.53,10,859,1,1,5,6,4,5,1,Short,36,2024
0,0,2,742,5,1072.01,4,30,1286.41,18,386,0,0,4,13,2,1,3,Very Short,198,2024
0,1,1,1,1,376.58,2,5,37.66,23,1481,0,0,4,7,4,6,1,Very Long,81,2024
0,1,5,851,4,242.72,4,0,0.0,16,352,1,1,1,26,11,1,0,Very Short,176,2024
0,0,2,549,0,404.82,3,15,182.17,19,629,0,0,4,27,7,5,2,Short,134,2024
1,0,0,120,4,443.51,4,0,0.0,21,1011,1,0,4,25,4,3,1,Long,141,2024
1,1,5,419,6,1174.25,3,0,0.0,20,1554,0,0,4,13,5,0,1,Very Long,62,2024
0,0,0,103,0,242.57,4,0,0.0,10,1492,0,0,4,9,11,5,0,Very Long,27,2024
0,1,2,333,0,869.27,2,10,173.85,3,1273,1,1,3,31,8,5,2,Long,182,2024
1,1,4,298,6,1585.79,3,20,951.47,14,1334,1,1,3,9,10,2,0,Long,154,2024
0,0,2,11,7,812.35,1,20,162.47,3,930,1,0,4,10,8,5,2,Long,132,2024
0,0,3,397,6,307.78,3,0,0.0,14,1231,0,0,4,28,12,5,3,Long,196,2024
0,0,0,74,3,948.8,3,15,426.96,14,1564,1,0,4,27,8,1,2,Very Long,9,2024
1,0,3,244,3,679.99,4,0,0.0,13,1550,1,0,4,26,5,6,1,Very Long,119,2024
1,1,2,760,2,947.89,4,0,0.0,21,1228,0,0,4,2,4,1,1,Long,189,2024
1,0,0,326,5,243.58,2,0,0.0,6,1101,0,0,4,17,1,2,3,Long,66,2024
0,1,5,845,5,1035.7,3,0,0.0,9,1057,1,0,4,7,10,0,0,Long,215,2024
0,0,0,126,3,621.8,2,15,186.54,13,795,0,0,4,6,12,4,3,Short,220,2024
1,0,5,301,0,588.19,1,20,117.64,20,977,1,1,3,30,8,4,2,Long,35,2024
1,1,2,568,4,160.71,2,15,48.21,12,1114,1,1,4,26,6,2,2,Long,10,2024
1,0,2,745,7,1132.55,3,15,509.65,18,1559,0,0,4,17,2,5,3,Very Long,66,2024
2,1,0,525,7,250.92,3,0,0.0,6,1149,1,1,3,23,8,4,2,Long,44,2024
1,0,2,782,7,240.79,1,0,0.0,18,44,0,0,4,14,3,3,1,Very Short,40,2024
0,1,3,487,7,1065.56,3,30,959.0,1,1163,1,0,4,15,8,3,2,Long,156,2024
1,0,3,722,0,339.35,4,5,67.87,11,568,1,0,4,19,4,4,1,Short,54,2024
0,0,4,485,1,591.94,1,25,147.99,22,1620,1,0,4,12,11,1,0,Very Long,214,2024
1,1,0,831,7,627.13,1,15,94.07,2,1310,1,1,4,7,12,5,3,Long,134,2024
1,0,3,64,0,852.36,3,25,639.27,6,1759,0,0,4,26,3,1,1,Very Long,145,2024
0,1,5,895,0,449.75,2,0,0.0,3,728,1,0,4,29,4,0,1,Short,223,2024
0,1,4,162,7,647.37,3,0,0.0,12,1043,0,0,4,2,12,0,3,Long,76,2024
0,1,1,253,3,1176.82,2,10,235.36,23,1372,1,0,4,8,1,0,3,Very Long,141,2024
1,0,5,627,2,846.21,2,0,0.0,13,1171,0,0,4,7,7,6,2,Long,20,2024
0,1,5,5,6,1902.59,2,30,1141.55,24,645,1,0,4,21,2,2,3,Short,80,2024
0,0,4,574,6,334.14,3,25,250.6,5,382,1,0,4,7,6,4,2,Very Short,35,2024
0,0,0,364,0,943.23,1,0,0.0,3,1344,1,0,4,12,1,4,3,Long,172,2024
1,0,1,183,3,1246.19,4,0,0.0,11,1389,1,0,4,21,2,2,3,Very Long,196,2024
1,1,2,638,0,868.51,4,10,347.4,11,540,1,0,4,27,5,0,1,Short,117,2024
1,1,5,563,1,149.5,2,0,0.0,3,267,1,1,5,22,1,0,3,Very Short,155,2024
1,1,3,307,7,868.16,4,0,0.0,7,1325,1,0,4,17,10,3,0,Long,116,2024
1,1,3,628,3,509.48,2,15,152.84,1,899,1,1,4,29,7,0,2,Short,42,2024
0,0,4,465,2,1587.11,2,30,952.27,9,1581,1,0,4,13,6,3,2,Very Long,133,2024
0,0,4,332,6,1608.03,3,10,482.41,8,271,1,0,4,21,6,4,2,Very Short,195,2024
0,1,2,307,3,457.55,3,5,68.63,12,836,0,0,4,2,11,5,0,Short,97,2024
1,1,3,622,5,1132.52,1,15,169.88,20,992,1,0,4,4,11,0,0,Long,208,2024
1,0,0,363,6,903.76,3,5,135.56,7,1073,1,0,4,18,1,3,3,Long,91,2024
0,1,2,371,5,1527.5,2,20,611.0,3,971,1,1,4,7,9,5,0,Long,47,2024
1,1,5,425,3,348.5,2,0,0.0,4,1370,1,1,5,20,6,3,2,Very Long,107,2024
0,0,2,402,2,504.39,3,15,226.98,19,959,1,1,1,12,10,5,0,Long,93,2024
1,1,5,782,3,1335.54,1,0,0.0,3,983,1,1,4,14,10,0,0,Long,155,2024
1,1,5,652,2,1869.62,3,30,1682.66,4,382,1,1,2,15,9,6,0,Very Short,106,2024
1,1,4,731,4,417.95,3,15,188.08,2,1350,0,0,4,3,9,1,0,Long,60,2024
1,0,1,669,5,1505.24,3,25,1128.93,22,981,1,0,4,18,3,0,1,Long,39,2024
1,0,5,855,4,169.87,1,10,16.99,1,1654,1,0,4,7,11,3,0,Very Long,185,2024
0,1,0,352,1,351.65,3,15,158.24,12,1406,1,1,5,12,9,3,0,Very Long,193,2024
1,0,0,224,1,554.17,4,0,0.0,3,435,1,0,4,9,4,1,1,Very Short,115,2024
1,0,1,628,2,1383.12,1,0,0.0,15,481,1,0,4,25,3,0,1,Short,44,2024
0,0,1,416,2,1173.49,1,0,0.0,1,122,1,0,4,1,7,0,2,Very Short,136,2024
1,1,4,249,3,1137.8,2,20,455.12,12,923,0,0,4,5,5,6,1,Long,199,2024
2,0,2,613,7,822.73,1,0,0.0,20,1159,1,0,4,4,9,2,0,Long,110,2024
1,0,5,58,4,181.7,3,0,0.0,9,1246,1,1,5,28,5,1,1,Long,170,2024
0,1,1,458,7,537.05,2,0,0.0,4,1512,1,0,4,2,3,5,1,Very Long,162,2024
0,1,3,160,5,1247.96,3,15,561.58,21,1428,0,0,4,24,5,4,1,Very Long,43,2024
1,0,3,368,5,1734.64,4,0,0.0,22,1551,0,0,4,24,10,3,0,Very Long,88,2024
1,1,1,151,3,821.35,1,0,0.0,23,1149,0,0,4,30,10,2,0,Long,202,2024
0,1,4,142,7,953.26,1,5,47.66,7,640,1,0,4,23,4,1,1,Short,60,2024
0,0,3,464,7,1098.53,4,10,439.41,13,1403,0,0,4,17,10,3,0,Very Long,17,2024
0,0,2,512,2,1705.11,2,15,511.53,23,325,0,0,4,4,2,6,3,Very Short,23,2024
1,1,4,699,3,840.61,3,0,0.0,18,502,0,0,4,25,12,2,3,Short,0,2024
1,1,5,847,1,511.0,3,10,153.3,3,1389,0,0,4,6,10,6,0,Very Long,62,2024
1,1,3,70,4,212.11,3,10,63.63,15,555,0,0,4,15,1,0,3,Short,182,2024
1,0,1,677,2,644.03,4,0,0.0,22,161,1,0,4,14,9,5,0,Very Short,107,2024
1,1,3,552,5,1589.18,1,20,317.84,18,633,0,0,4,29,6,5,2,Short,182,2024
1,0,0,432,4,98.37,3,5,14.76,24,119,1,1,5,18,11,0,0,Very Short,204,2024
1,1,5,380,1,523.39,1,0,0.0,3,1599,1,0,4,28,3,3,1,Very Long,139,2024
0,0,3,533,5,547.44,2,0,0.0,8,1791,1,1,5,21,11,3,0,Very Long,5,2024
0,1,4,499,7,1098.08,4,0,0.0,20,1233,0,0,4,13,11,2,0,Long,14,2024
1,1,1,131,3,314.9,3,25,236.18,1,107,1,0,4,11,4,3,1,Very Short,52,2024
1,1,4,393,3,976.81,4,10,390.72,23,1697,1,1,4,6,6,3,2,Very Long,49,2024
0,1,5,618,3,687.22,2,20,274.89,6,10,1,0,4,22,8,3,2,Very Short,139,2024
1,1,3,860,7,1177.24,2,5,117.72,9,663,1,0,4,28,3,3,1,Short,80,2024
1,1,0,558,2,1553.92,4,0,0.0,12,161,0,0,4,30,12,0,3,Very Short,188,2024
0,1,4,846,6,593.25,3,0,0.0,15,773,1,0,4,10,3,6,1,Short,174,2024
1,1,0,263,2,959.97,1,0,0.0,19,809,0,0,4,29,3,4,1,Short,63,2024
0,1,4,117,6,1111.61,4,0,0.0,8,1176,1,0,4,1,7,0,2,Long,132,2024
1,0,2,877,1,258.0,1,20,51.6,9,328,1,1,3,21,6,4,2,Very Short,207,2024
1,1,5,278,5,1405.47,3,0,0.0,15,1723,0,0,4,19,1,4,3,Very Long,16,2024
1,0,2,214,3,520.87,4,15,312.52,23,1792,0,0,4,28,11,3,0,Very Long,28,2024
1,0,3,83,6,1746.47,2,20,698.59,13,395,1,0,4,28,3,3,1,Very Short,213,2024
1,1,5,330,7,446.24,4,0,0.0,16,180,0,0,4,7,2,2,3,Very Short,141,2024
0,0,1,245,0,658.13,4,0,0.0,7,572,0,0,4,8,7,0,2,Short,187,2024
0,0,0,437,0,154.9,1,0,0.0,13,193,1,0,4,4,12,2,3,Very Short,220,2024
1,1,4,32,0,304.69,2,10,60.94,16,469,0,0,4,1,1,0,3,Short,203,2024
1,1,2,840,7,329.31,4,15,197.59,2,398,1,1,3,27,6,3,2,Very Short,120,2024
1,0,1,423,1,532.18,3,0,0.0,6,646,1,0,4,28,11,3,0,Short,222,2024
2,1,2,317,7,339.82,4,25,339.82,6,729,1,0,4,21,11,3,0,Short,133,2024
1,0,4,792,2,1240.98,1,15,186.15,18,1273,1,0,4,3,3,6,1,Long,79,2024
1,0,4,516,6,1211.12,3,20,726.67,18,1664,0,0,4,14,8,2,2,Very Long,167,2024
1,0,0,784,4,434.16,3,5,65.12,21,1719,0,0,4,1,11,4,0,Very Long,151,2024
0,1,3,274,3,404.21,1,5,20.21,8,1552,0,0,4,2,9,0,0,Very Long,124,2024
1,1,3,292,3,771.88,1,10,77.19,8,1759,1,1,4,27,8,1,2,Very Long,5,2024
1,1,1,91,1,677.17,1,10,67.72,8,645,1,1,4,9,10,2,0,Short,15,2024
1,1,4,4,0,734.23,4,15,440.54,24,1212,1,0,4,14,6,4,2,Long,218,2024
0,1,1,336,4,456.31,2,15,136.89,22,837,1,0,4,25,1,3,3,Short,58,2024
1,0,2,717,1,200.31,2,25,100.16,13,1519,1,1,4,21,8,2,2,Very Long,153,2024
2,1,1,736,7,728.28,1,10,72.83,3,29,1,0,4,17,8,5,2,Very Short,148,2024
0,1,4,872,1,237.67,3,0,0.0,8,1047,0,0,4,6,11,2,0,Long,180,2024
0,1,0,347,0,821.83,1,15,123.27,3,1739,1,1,5,3,12,1,3,Very Long,78,2024
1,1,2,495,3,596.19,2,10,119.24,21,1537,0,0,4,3,5,4,1,Very Long,212,2024
1,1,1,528,0,442.85,1,0,0.0,10,727,1,0,4,14,12,5,3,Short,35,2024
1,0,3,811,4,251.47,2,0,0.0,14,558,0,0,4,4,1,3,3,Short,109,2024
1,1,4,648,5,1346.1,3,30,1211.49,13,1466,0,0,4,19,12,3,3,Very Long,18,2024
0,0,4,379,7,488.06,3,20,292.84,9,503,0,0,4,20,2,1,3,Short,189,2024
1,0,3,474,7,564.36,3,30,507.92,7,657,1,0,4,23,8,4,2,Short,5,2024
1,1,4,890,0,289.54,1,20,57.91,19,555,0,0,4,6,9,4,0,Short,131,2024
0,0,4,266,4,491.07,3,20,294.64,17,1501,1,0,4,19,8,0,2,Very Long,95,2024
0,1,2,105,7,413.51,2,0,0.0,20,956,0,0,4,27,12,4,3,Long,122,2024
0,0,1,890,6,1859.34,4,15,1115.6,8,1070,1,1,4,20,7,5,2,Long,55,2024
0,1,3,889,4,282.42,4,0,0.0,6,330,1,0,4,17,2,5,3,Very Short,21,2024
1,0,1,240,4,443.95,2,5,44.4,16,954,0,0,4,9,8,4,2,Long,93,2024
1,0,5,462,5,1317.79,1,0,0.0,2,1423,0,0,4,16,4,1,1,Very Long,137,2024
1,0,5,156,7,286.74,2,15,86.02,19,1479,0,0,4,11,8,6,2,Very Long,137,2024
1,1,5,789,1,777.12,1,0,0.0,14,1079,1,0,4,18,5,5,1,Long,112,2024
1,0,3,697,7,333.53,1,10,33.35,21,1713,0,0,4,16,1,1,3,Very Long,193,2024
1,0,5,120,3,942.86,3,20,565.72,16,57,0,0,4,20,8,1,2,Very Short,208,2024
0,0,2,1,0,989.2,3,10,296.76,17,927,1,0,4,2,2,4,3,Long,141,2024
0,0,1,864,0,744.53,1,0,0.0,24,164,0,0,4,29,4,0,1,Very Short,56,2024
1,1,1,431,1,573.72,3,0,0.0,6,119,1,1,4,14,8,2,2,Very Short,84,2024
2,1,2,190,4,116.31,1,5,5.82,15,1735,0,0,4,17,11,6,0,Very Long,176,2024
1,1,4,333,5,1295.65,2,30,777.39,8,455,1,1,5,24,4,2,1,Short,170,2024
1,0,5,273,0,702.05,1,15,105.31,12,28,1,1,4,18,4,3,1,Very Short,75,2024
0,1,2,232,1,445.97,3,0,0.0,7,170,1,1,3,20,4,5,1,Very Short,41,2024
0,1,2,735,0,732.54,3,0,0.0,2,1206,1,0,4,28,7,6,2,Long,89,2024
2,0,5,408,0,602.52,4,20,482.02,11,973,0,0,4,11,3,0,1,Long,58,2024
1,1,1,150,0,601.11,3,20,360.67,8,1066,1,0,4,11,7,3,2,Long,83,2024
1,0,1,455,0,965.71,2,25,482.86,4,470,0,0,4,19,10,5,0,Short,169,2024
1,0,5,773,4,62.15,1,15,9.32,18,1648,1,1,2,30,1,1,3,Very Long,211,2024
1,1,2,380,3,353.4,4,0,0.0,21,550,1,0,4,17,12,1,3,Short,48,2024
0,1,2,642,3,378.82,1,15,56.82,12,442,1,0,4,13,7,5,2,Very Short,123,2024
0,1,5,818,1,283.32,3,0,0.0,17,23,0,0,4,17,8,5,2,Very Short,184,2024
0,1,2,533,7,1080.8,3,0,0.0,20,80,1,1,2,13,8,1,2,Very Short,96,2024
2,1,3,882,1,457.8,1,10,45.78,7,636,1,1,5,11,12,2,3,Short,32,2024
1,1,3,550,5,890.45,1,10,89.05,2,1583,1,0,4,30,8,4,2,Very Long,99,2024
1,1,2,64,0,796.98,4,20,637.58,16,1109,0,0,4,18,11,0,0,Long,130,2024
1,1,1,616,4,159.99,2,10,32.0,7,1665,0,0,4,14,4,6,1,Very Long,31,2024
0,1,2,784,2,1499.22,1,25,374.8,4,1422,1,0,4,20,3,2,1,Very Long,23,2024
0,0,3,317,0,349.45,4,25,349.45,19,1453,0,0,4,22,8,3,2,Very Long,67,2024
0,0,2,495,6,953.63,4,20,762.9,15,650,1,1,4,26,2,0,3,Short,206,2024
1,1,4,281,5,1258.03,2,0,0.0,21,303,1,0,4,10,2,5,3,Very Short,6,2024
0,0,3,411,4,144.03,4,0,0.0,3,1106,1,0,4,18,3,0,1,Long,205,2024
0,1,0,437,0,423.16,4,5,84.63,8,886,1,1,4,8,4,0,1,Short,0,2024
0,0,3,676,3,909.3,2,20,363.72,4,582,1,0,4,5,2,0,3,Short,81,2024
1,0,1,570,1,244.42,4,20,195.54,7,428,0,0,4,22,9,6,0,Very Short,60,2024
1,0,1,656,7,219.79,4,20,175.83,24,622,1,0,4,31,7,2,2,Short,207,2024
0,0,2,383,4,499.38,2,25,249.69,21,1030,0,0,4,14,3,3,1,Long,85,2024
1,0,4,728,3,538.97,1,20,107.79,10,940,1,0,4,13,4,5,1,Long,15,2024
